,word,stem
0,In,In
1,Economist,economist
2,feature,featur
3,urlLink,urllink
4,The,the
5,World,world
6,2004,2004
7,A,A
8,story,stori
9,Smart,smart
10,Dust,dust
11,revolution,revolut
12,Alun,alun
13,Andersen,andersen
14,Editor,editor
15,Chief,chief
16,comments,comment
17,decades,decad
18,considered,consid
19,progress,progress
20,packing,pack
21,transistors,transistor
22,less,less
23,silicon,silicon
24,Progress,progress
25,argues,argu
26,things,thing
27,like,like
28,coming,come
29,smart,smart
30,dust,dust
31,accurately,accur
32,networked,network
33,intelligenece,intelligenec
34,hazaar,hazaar
35,remote,remot
36,surveliiance,survelii
37,military,militari
38,use,use
39,RFID,rfid
40,supermarkets,supermarket
41,enabling,enabl
42,tracking,track
43,merchandise,merchandis
44,fully,fulli
45,automated,autom
46,staff,staff
47,supermakret,supermakret
48,For,for
49,almost,almost
50,40,40
51,years,year
52,subscribing,subscrib
53,simple,simpl
54,dogma,dogma
55,growth,growth
56,information,inform
57,age,age
58,means,mean
59,making,make
60,computing,comput
61,power,power
62,available,avail
63,lower,lower
64,prices,price
65,Back,back
66,1965,1965
67,Gordon,gordon
68,Moore,moor
69,laid,laid
70,famous,famou
71,law,law
72,number,number
73,components,compon
74,could,could
75,squeezed,squeez
76,chip,chip
77,would,would
78,double,doubl
79,every,everi
80,year,year
81,two,two
82,Now,now
83,everybody,everybodi
84,buy,buy
85,laptop,laptop
86,computer,comput
87,entire,entir
88,nations,nation
89,aspiring,aspir
90,1970s,1970
91,Moores,moor
92,still,still
93,long,long
94,future,futur
95,But,but
96,belief,belief
97,ever,ever
98,seen,seen
99,far,far
100,narrow,narrow
101,Just,just
102,arriving,arriv
103,another,anoth
104,kind,kind
105,driven,driven
106,ability,abil
107,manufacture,manufactur
108,billions,billion
109,tiny,tini
110,intelligent,intellig
111,communicating,commun
112,sensors,sensor
113,Capable,capabl
114,organising,organis
115,networks,network
116,make,make
117,small,small
118,brains,brain
119,immense,immens
120,numbers,number
121,Link,link
