,word,lemma
0,Cancer,cancer
1,Horoscope,horoscop
2,Astrocenter,astrocent
3,com,com
4,You,you
5,apt,apt
6,get,get
7,feeling,feel
8,grass,grass
9,greener,greener
10,side,side
11,today,today
12,dear,dear
13,Try,tri
14,hung,hung
15,concept,concept
16,Either,either
17,make,make
18,effort,effort
19,cross,cross
20,bridge,bridg
21,go,go
22,landscape,landscap
23,looks,look
24,richer,richer
25,fruitful,fruit
26,simply,simpli
27,stay,stay
28,The,the
29,key,key
30,true,true
31,happiness,happi
32,sure,sure
33,regardless,regardless
34,end,end
35,enjoying,enjoy
36,spot,spot
37,currently,current
