,word,lemma
0,urlLink,urllink
1,By,By
2,Brian,brian
3,Ogan,ogan
4,Designer,design
5,Accentuate,accentu
6,tall,tall
7,open,open
8,spaces,space
9,Don,don
10,clutter,clutter
11,walls,wall
12,small,small
13,pieces,piec
14,art,art
15,A,A
16,favorite,favorit
17,tactic,tactic
18,fill,fill
19,large,larg
20,pot,pot
21,river,river
22,rocks,rock
23,arrange,arrang
24,bamboo,bamboo
25,stems,stem
26,fan,fan
27,reach,reach
28,ceiling,ceil
29,An,An
30,interesting,interest
31,sculpture,sculptur
32,also,also
33,works,work
34,well,well
35,Warm,warm
36,wall,wall
37,Paint,paint
38,single,singl
39,soft,soft
40,sage,sage
41,warm,warm
42,wine,wine
43,This,thi
44,adds,add
45,welcome,welcom
46,touch,touch
47,color,color
48,warmth,warmth
49,Get,get
50,smart,smart
51,storage,storag
52,Carefully,care
53,plan,plan
54,every,everi
55,piece,piec
56,furniture,furnitur
57,control,control
58,Open,open
59,shelving,shelv
60,good,good
61,option,option
62,keeps,keep
63,exposed,expos
64,maintains,maintain
65,feeling,feel
66,room,room
67,Use,use
68,lighting,light
69,Simple,simpl
70,modern,modern
71,sconces,sconc
72,attractive,attract
73,provide,provid
74,illumination,illumin
75,without,without
76,using,use
77,valuable,valuabl
78,surface,surfac
79,space,space
80,area,area
81,rugs,rug
82,anchors,anchor
83,Area,area
84,help,help
85,break,break
86,loft,loft
87,separate,separ
88,living,live
89,areas,area
90,sacrificing,sacrif
91,overall,overal
92,openness,open
93,They,they
94,bare,bare
95,floors,floor
96,reduce,reduc
97,echoes,echo
98,Maintain,maintain
99,Arrange,arrang
100,block,block
101,views,view
102,windows,window
103,doors,door
104,Modern,modern
105,benches,bench
106,stools,stool
107,ottomans,ottoman
108,great,great
109,simple,simpl
110,clean,clean
111,lines,line
112,obstruct,obstruct
113,minimize,minim
114,feel,feel
115,Coffee,coffe
116,tables,tabl
117,lamp,lamp
118,clear,clear
119,glass,glass
120,give,give
121,extra,extra
122,make,make
123,look,look
124,cluttered,clutter
125,Avoid,avoid
126,overstuffed,overstuf
127,sofas,sofa
128,chairs,chair
