,word,lemma
0,Web,web
1,accessibility,access
2,become,becom
3,legal,legal
4,requirement,requir
5,countries,countri
6,around,around
7,world,world
8,suddenly,suddenli
9,thrust,thrust
10,spotlight,spotlight
11,online,onlin
12,community,commun
13,A,A
14,lot,lot
15,misinformation,misinform
16,thrown,thrown
17,article,articl
18,usability,usabl
19,experts,expert
20,Webcredible,webcred
21,attempt,attempt
22,put,put
23,stop,stop
24,tell,tell
25,truth,truth
26,behind,behind
27,web,web
28,urlLink,urllink
29,Accessibility,access
30,Myths,myth
31,W3Reports,w3report
32,Daily,daili
33,Webmaster,webmast
34,News,new
