,word,lemma
0,urlLink,urllink
1,Wired,wire
2,News,new
3,A,A
4,Spy,spi
5,Machine,machin
6,DARPA,darpa
7,Dreams,dream
8,The,the
9,Pentagon,pentagon
10,embark,embark
11,stunningly,stunningli
12,ambitious,ambiti
13,research,research
14,project,project
15,designed,design
16,gather,gather
17,every,everi
18,conceivable,conceiv
19,bit,bit
20,information,inform
21,person,person
22,life,life
23,index,index
24,make,make
25,searchable,searchabl
26,What,what
27,national,nation
28,security,secur
29,experts,expert
30,civil,civil
31,libertarians,libertarian
32,want,want
33,know,know
34,would,would
35,Defense,defens
36,Department,depart
37,thing,thing
38,via,via
39,Aberrant,aberr
40,Use,use
41,Data,data
42,Collection,collect
43,Systems,system
44,Is,Is
45,Up,Up
46,Sharply,sharpli
47,Following,follow
48,9,9
49,11,11
50,Developed,develop
51,counterterrorism,counterterror
52,tools,tool
53,systems,system
54,aimed,aim
55,bridging,bridg
56,gaps,gap
57,let,let
58,hijackers,hijack
59,slip,slip
60,past,past
61,law,law
62,enforcement,enforc
63,But,but
64,also,also
65,easier,easier
66,government,govern
67,American,american
68,citizens,citizen
69,suspected,suspect
70,anything,anyth
71,criminal,crimin
72,Dark,dark
73,Matter,matter
