,word,stem
0,Posting,post
1,Netscape,netscap
2,6,6
3,Linux,linux
4,Why,whi
5,oh,oh
6,I,I
7,found,found
8,urlLink,urllink
9,NEdit,nedit
10,sooner,sooner
11,For,for
12,programming,program
13,application,applic
14,dream,dream
15,It,It
16,built,built
17,syntax,syntax
18,highlighting,highlight
19,different,differ
20,elements,element
21,code,code
22,get,get
23,colored,color
24,differently,differ
25,smart,smart
26,indenting,indent
27,Smart,smart
28,seems,seem
29,working,work
30,perfectly,perfectli
31,even,even
32,though,though
33,touted,tout
34,experimental,experiment
35,place,place
36,open,open
37,bracket,bracket
38,next,next
39,line,line
40,indented,indent
41,close,close
42,current,current
43,moves,move
44,back,back
45,3,3
46,spaces,space
47,Perfect,perfect
48,On,On
49,top,top
50,free,free
