,word,stem
0,urlLink,urllink
1,Help,help
2,Cravings,crave
3,Tough,tough
4,Situations,situat
5,What,what
6,Do,Do
7,Right,right
8,Now,now
9,Create,creat
10,Smoke,smoke
11,free,free
12,Future,futur
13,For,for
14,first,first
15,days,day
16,quit,quit
17,spend,spend
18,much,much
19,time,time
20,possible,possibl
21,places,place
22,smoking,smoke
23,prohibited,prohibit
24,libraries,librari
25,museums,museum
26,theaters,theater
27,churches,church
28,Drink,drink
29,lot,lot
30,water,water
31,fruit,fruit
32,juice,juic
33,Don,don
34,drink,drink
35,alcohol,alcohol
36,coffee,coffe
37,beverages,beverag
38,associate,associ
39,Strike,strike
40,conversation,convers
41,instead,instead
42,match,match
43,cigarette,cigarett
44,If,If
45,miss,miss
46,feeling,feel
47,hand,hand
48,play,play
49,something,someth
50,else,els
51,pencil,pencil
52,paperclip,paperclip
53,marble,marbl
54,mouth,mouth
55,try,tri
56,toothpicks,toothpick
57,cinnamon,cinnamon
58,sticks,stick
59,celery,celeri
60,AVOID,avoid
61,TEMPTATION,temptat
62,staying,stay
63,away,away
64,situations,situat
65,pleasurable,pleasur
66,FIND,find
67,NEW,new
68,HABITS,habit
69,create,creat
70,non,non
71,environment,environ
72,around,around
73,Keep,keep
74,picking,pick
75,habit,habit
76,anticipating,anticip
77,future,futur
78,crises,crise
79,might,might
80,make,make
81,want,want
82,smoke,smoke
83,remind,remind
84,reasons,reason
85,give,give
86,Take,take
87,deep,deep
88,rhythmic,rhythmic
89,breaths,breath
90,similar,similar
91,relax,relax
92,Remember,rememb
93,goal,goal
94,fact,fact
95,urge,urg
96,eventually,eventu
97,pass,pass
98,Think,think
99,positive,posit
100,thoughts,thought
101,avoid,avoid
102,negative,neg
103,ones,one
104,Brush,brush
105,teeth,teeth
106,brief,brief
107,bursts,burst
108,exercise,exercis
109,isometrics,isometr
110,pushups,pushup
111,knee,knee
112,bends,bend
113,walk,walk
114,flight,flight
115,stairs,stair
116,touch,touch
117,toes,toe
118,Call,call
119,supportive,support
120,friend,friend
