,word,lemma
0,Special,special
1,features,featur
2,new,new
3,urlLink,urllink
4,Monty,monti
5,Python,python
6,Holy,holi
7,Grail,grail
8,DVD,dvd
9,Region,region
10,1,1
11,encoding,encod
12,US,US
13,Canada,canada
14,Color,color
15,Closed,close
16,captioned,caption
17,Widescreen,widescreen
18,Commentary,commentari
19,Terry,terri
20,Gilliam,gilliam
21,Jones,jone
22,plus,plu
23,general,gener
24,complaints,complaint
25,back,back
26,biting,bite
27,John,john
28,Cleese,clees
29,Eric,eric
30,Idle,idl
31,Michael,michael
32,Palin,palin
33,Theatrical,theatric
34,trailer,trailer
35,High,high
36,definition,definit
37,widescreen,widescreen
38,presentation,present
39,pink,pink
40,frilly,frilli
41,edges,edg
42,Subtitles,subtitl
43,People,peopl
44,Who,who
45,Don,don
46,Like,like
47,Film,film
48,taken,taken
49,Shakespeare,shakespear
50,Henry,henri
51,IV,IV
52,part,part
53,II,II
54,On,On
55,Screen,screen
56,Screenplay,screenplay
57,read,read
58,screenplay,screenplay
59,watch,watch
60,film,film
61,Exciting,excit
62,Follow,follow
63,The,the
64,Killer,killer
65,Rabbit,rabbit
66,Feature,featur
67,A,A
68,special,special
69,version,version
70,Hard,hard
71,Hearing,hear
72,glorious,gloriou
73,extra,extra
74,24,24
75,seconds,second
76,absolutely,absolut
77,free,free
78,Three,three
79,Mindless,mindless
80,Sing,sing
81,Alongs,along
82,Join,join
83,documentary,documentari
84,Quest,quest
85,Locations,locat
86,How,how
87,To,To
88,Use,use
89,Your,your
90,Coconuts,coconut
91,educational,educ
92,In,In
93,Lego,lego
94,Location,locat
95,Pythons,python
96,Genuine,genuin
97,18,18
98,min,min
99,location,locat
100,report,report
101,made,made
102,1974,1974
103,BBC,bbc
104,Night,night
105,broadcast,broadcast
106,December,decemb
107,19,19
108,An,An
109,Interactive,interact
110,Cast,cast
111,Directory,directori
112,discover,discov
113,many,mani
114,roles,role
115,plays,play
116,Tons,ton
117,original,origin
118,sketches,sketch
119,posters,poster
120,Behind,behind
121,Scenes,scene
122,Photos,photo
123,hitherto,hitherto
124,unseen,unseen
125,human,human
126,eyes,eye
127,Load,load
128,Old,old
129,Rubbish,rubbish
130,surprise,surpris
131,package,packag
132,mystery,mysteri
133,items,item
134,specially,special
135,included,includ
136,mentally,mental
137,challenged,challeng
138,directors,director
139,recce,recc
140,used,use
141,budget,budget
142,letterbox,letterbox
143,format,format
144,I,I
145,wait,wait
