,word,stem
0,FROM,from
1,FLAMES,flame
2,If,If
3,answer,answer
4,questions,question
5,would,would
6,stop,stop
7,nothing,noth
8,left,left
9,ask,ask
10,silence,silenc
11,could,could
12,recognize,recogn
13,I,I
14,reached,reach
15,stars,star
16,followed,follow
17,shamans,shaman
18,sleeping,sleep
19,shadows,shadow
20,passed,pass
21,sighs,sigh
22,discontent,discont
23,crept,crept
24,stairs,stair
25,sameness,same
26,felt,felt
27,pains,pain
28,misunderstood,misunderstood
29,strangers,stranger
30,wanting,want
31,loved,love
32,spark,spark
33,light,light
34,others,other
35,ignored,ignor
36,dusted,dust
37,shined,shine
38,though,though
39,God,god
40,cared,care
41,something,someth
42,cleaner,cleaner
43,strength,strength
44,night,night
45,folded,fold
46,time,time
47,marked,mark
48,one,one
49,leg,leg
50,raised,rais
51,love,love
52,rested,rest
53,unrequited,unrequit
54,What,what
55,afraid,afraid
56,wait,wait
57,even,even
58,first,first
59,step,step
60,emerge,emerg
61,abyss,abyss
62,twitch,twitch
63,towards,toward
64,liberation,liber
65,map,map
66,oblivion,oblivion
67,realized,realiz
68,representation,represent
69,gagged,gag
70,bound,bound
71,ego,ego
72,retribution,retribut
73,drove,drove
74,past,past
75,dream,dream
76,Self,self
77,ultimate,ultim
78,trip,trip
79,path,path
80,illusory,illusori
81,greatness,great
82,Still,still
83,songs,song
84,played,play
85,like,like
86,trickling,trickl
87,fingertips,fingertip
88,skin,skin
89,playful,play
90,lyrics,lyric
91,illuminated,illumin
92,enoughness,enough
93,regardless,regardless
94,regard,regard
95,And,and
96,marking,mark
97,man,man
98,made,made
99,clocks,clock
100,un,un
101,timely,time
102,demise,demis
103,arise,aris
104,flames,flame
105,Phoenix,phoenix
106,brightly,brightli
107,colored,color
108,wings,wing
109,flies,fli
110,Flap,flap
111,flap,flap
