,word,stem
0,Stolen,stolen
1,Playgrounds,playground
2,Tiger,tiger
3,Woods,wood
4,homeland,homeland
5,stretches,stretch
6,across,across
7,field,field
8,vision,vision
9,I,I
10,tell,tell
11,woman,woman
12,right,right
13,33,33
14,water,water
15,Jacksonville,jacksonvil
16,must,must
17,go,go
18,feed,feed
19,lawns,lawn
20,number,number
21,pulled,pull
22,ass,ass
23,possibly,possibl
24,true,true
25,Golfers,golfer
26,spot,spot
27,landscape,landscap
28,like,like
29,cat,cat
30,shit,shit
31,litter,litter
32,thinking,think
33,house,hous
34,Stockton,stockton
35,spent,spent
36,yesterday,yesterday
37,crackheads,crackhead
38,bumming,bum
39,clove,clove
40,cigarettes,cigarett
41,neighborhood,neighborhood
42,supposed,suppos
43,walk,walk
44,dark,dark
45,kids,kid
46,never,never
47,saw,saw
48,playing,play
49,outside,outsid
50,The,the
51,wind,wind
52,blowing,blow
53,inside,insid
54,meeting,meet
55,space,space
56,people,peopl
57,vend,vend
58,wares,ware
59,investment,invest
60,bankers,banker
61,5th,5th
62,hole,hole
63,wives,wive
64,stub,stub
65,smoke,smoke
66,steal,steal
67,pack,pack
68,matches,match
69,shiny,shini
70,clean,clean
71,ashtray,ashtray
