,word,stem
0,urlLink,urllink
1,If,If
2,We,We
3,Lost,lost
4,It,It
5,All,all
6,At,At
7,moment,moment
8,history,histori
9,New,new
10,York,york
11,kernel,kernel
12,Western,western
13,civilization,civil
14,nihilists,nihilist
15,despise,despis
16,culture,cultur
17,unholy,unholi
18,inch,inch
19,daily,daili
20,toward,toward
21,means,mean
22,unleashing,unleash
23,biblical,biblic
24,fury,furi
25,Our,our
26,city,citi
27,deserves,deserv
28,bold,bold
29,acts,act
30,preserve,preserv
31,Maybe,mayb
32,Leidner,leidner
33,map,map
34,start,start
35,something,someth
