,word,stem
0,urlLink,urllink
1,May,may
2,2001,2001
3,Plutonium,plutonium
4,sale,sale
5,The,the
6,nuclear,nuclear
7,arms,arm
8,race,race
9,left,left
10,world,world
11,terrifying,terrifi
12,legacy,legaci
13,3,3
14,million,million
15,kilograms,kilogram
16,bomb,bomb
17,grade,grade
18,plutonium,plutonium
19,uranium,uranium
20,A,A
21,terrorist,terrorist
22,would,would
23,need,need
24,make,make
25,devastating,devast
26,think,think
27,material,materi
28,kept,kept
29,guard,guard
30,secure,secur
31,military,militari
32,installations,instal
33,You,you
34,wrong,wrong
