,word,stem
0,Note,note
1,self,self
2,stop,stop
3,linking,link
4,Pitchfork,pitchfork
5,There,there
6,something,someth
7,singing,sing
8,soft,soft
9,little,littl
10,girl,girl
11,voice,voic
12,transfix,transfix
13,spot,spot
14,It,It
15,vaguely,vagu
16,reminescent,reminesc
17,seems,seem
18,previous,previou
19,life,life
20,I,I
21,cannot,cannot
22,explain,explain
23,feel,feel
24,peace,peac
25,close,close
26,eyes,eye
27,floating,float
28,opaque,opaqu
29,peach,peach
30,sky,sky
31,weightless,weightless
32,urlLink,urllink
33,Saloon,saloon
34,right,right
35,Make,make
36,hurt,hurt
