,word,stem
0,urlLink,urllink
1,Are,are
2,We,We
3,Not,not
4,Geeks,geek
5,Tolkien,tolkien
6,keen,keen
7,readers,reader
8,often,often
9,criticised,criticis
10,stuck,stuck
11,eternal,etern
12,adolescence,adolesc
13,labelled,label
14,geeks,geek
15,I,I
16,like,like
17,take,take
18,closer,closer
19,look,look
20,labels,label
21,Consider,consid
22,many,mani
23,useful,use
24,pragmatic,pragmat
25,people,peopl
26,read,read
27,therapy,therapi
28,self,self
29,help,help
30,books,book
31,want,want
32,fulfil,fulfil
33,potential,potenti
34,balanced,balanc
35,aware,awar
36,individuals,individu
37,Many,mani
38,talk,talk
39,notion,notion
40,nurturing,nurtur
41,one,one
42,inner,inner
43,child,child
44,The,the
45,part,part
46,us,us
47,feels,feel
48,enthusiasm,enthusiasm
49,joy,joy
50,strongly,strongli
51,responds,respond
52,truthfully,truth
53,world,world
54,Well,well
55,good,good
56,evidently,evid
57,regarded,regard
58,precious,preciou
59,But,but
60,say,say
61,adolescent,adolesc
62,Why,whi
63,think,think
64,hardly,hardli
65,phrase,phrase
66,teenager,teenag
67,days,day
68,without,without
69,immediately,immedi
70,thinking,think
71,somebody,somebodi
72,rebellious,rebelli
73,confused,confus
74,remembering,rememb
75,years,year
76,irritable,irrit
77,awkwardness,awkward
78,got,got
79,lot,lot
80,teenagers,teenag
81,yet,yet
82,author,author
83,Philip,philip
84,Pullman,pullman
85,wrote,wrote
86,something,someth
87,interesting,interest
88,response,respons
89,question,question
90,preferred,prefer
91,write,write
92,At,At
93,age,age
94,said,said
95,children,children
96,becoming,becom
97,new,new
98,way,way
99,time,time
100,ask,ask
101,big,big
102,questions,question
103,What,what
104,meaning,mean
105,life,life
106,purpose,purpos
107,Later,later
108,get,get
109,busy,busi
110,cynical,cynic
111,danger,danger
112,forgetting,forget
113,ever,ever
114,cared,care
115,agree,agre
116,go,go
117,great,great
118,stress,stress
119,partly,partli
120,idealism,ideal
121,beginning,begin
122,learn,learn
123,tired,tire
124,habits,habit
125,petty,petti
126,hypocrisies,hypocrisi
127,callous,callou
128,persecutions,persecut
129,deadly,deadli
130,evasions,evas
131,responsibility,respons
132,casual,casual
133,negligence,neglig
134,towards,toward
135,justice,justic
136,ignoble,ignobl
137,worms,worm
138,greed,greed
139,gnaw,gnaw
140,away,away
141,heart,heart
142,every,everi
143,enterprise,enterpris
144,Teenagers,teenag
145,rage,rage
146,wrongness,wrong
147,see,see
148,freshly,freshli
149,wounds,wound
150,keenly,keenli
151,As,As
152,becomes,becom
153,older,older
154,wiser,wiser
155,tireder,tired
156,seems,seem
157,less,less
158,hassle,hassl
159,easy,easi
160,course,cours
161,act,act
162,circumspectly,circumspectli
163,politic,polit
164,honest,honest
165,growing,grow
166,state,state
167,best,best
168,still,still
169,believe,believ
170,change,chang
171,virtue,virtu
172,naming,name
173,confronting,confront
174,evils,evil
175,throw,throw
176,ultimate,ultim
177,Romantic,romant
178,poems,poem
179,come,come
180,across,across
181,It,It
182,Argentinean,argentinean
183,poet,poet
184,sums,sum
185,rejects,reject
186,deceitful,deceit
187,grand,grand
188,gesture,gestur
189,For,for
190,Afterwards,afterward
191,would,would
192,die,die
193,day,day
194,ending,end
195,open,open
196,sea,sea
197,looking,look
198,sky,sky
199,agony,agoni
200,death,death
201,may,may
202,seem,seem
203,sleep,sleep
204,soul,soul
205,bird,bird
206,mounts,mount
207,flight,flight
208,And,and
209,final,final
210,instants,instant
211,hear,hear
212,already,alreadi
213,alone,alon
214,sobbing,sob
215,prayers,prayer
216,voices,voic
217,waves,wave
218,majestic,majest
219,fall,fall
220,To,To
221,sadly,sadli
222,hauling,haul
223,back,back
224,golden,golden
225,nets,net
226,tide,tide
227,deep,deep
228,green,green
229,yonder,yonder
230,sun,sun
231,dies,die
232,slowly,slowli
233,shining,shine
234,thing,thing
235,lost,lost
236,sight,sight
237,young,young
238,unfaithful,unfaith
239,destroys,destroy
240,delicate,delic
241,gentle,gentl
242,crown,crown
243,whilst,whilst
244,tells,tell
245,although,although
246,know,know
247,well,well
248,betray,betray
249,Manuel,manuel
250,Gutierrez,gutierrez
251,1859,1859
252,1895,1895
253,Translation,translat
254,Gordon,gordon
255,Challis,challi
256,Yes,ye
257,modern,modern
258,person,person
259,might,might
260,find,find
261,sentimental,sentiment
262,grandiose,grandios
263,utterly,utterli
264,fantastical,fantast
265,nothing,noth
266,approach,approach
267,offers,offer
268,gritty,gritti
269,solutions,solut
270,problem,problem
271,living,live
272,perfect,perfect
273,rejecting,reject
274,complex,complex
275,awfulness,aw
276,richer,richer
277,place,place
278,everything,everyth
279,beautiful,beauti
280,futile,futil
281,poem,poem
282,banished,banish
283,consciousness,conscious
284,could,could
285,bear,bear
286,loss,loss
287,fantasy,fantasi
288,appeal,appeal
289,They,they
290,honour,honour
291,recognition,recognit
292,absolute,absolut
293,evil,evil
294,daring,dare
295,courage,courag
296,sacrifices,sacrific
297,gestures,gestur
298,hopeless,hopeless
299,odds,odd
300,Nobody,nobodi
301,flung,flung
