,word,stem
0,pains,pain
1,I,I
2,salad,salad
3,nasty,nasti
4,atkins,atkin
5,banna,banna
6,muffin,muffin
7,dinner,dinner
8,ate,ate
9,7pm,7pm
10,ish,ish
11,definately,defin
12,didnt,didnt
13,food,food
14,8,8
15,took,took
16,meds,med
17,eat,eat
18,six,six
19,take,take
20,late,late
21,glipizid,glipizid
22,dont,dont
23,know,know
24,pisses,piss
25,reducing,reduc
26,carb,carb
27,intake,intak
28,still,still
29,high,high
30,morning,morn
31,bloods,blood
32,also,also
33,dream,dream
34,last,last
35,night,night
36,part,part
37,included,includ
38,making,make
39,home,home
40,plate,plate
41,party,parti
42,table,tabl
43,groaning,groan
44,many,mani
45,different,differ
46,kinds,kind
47,pie,pie
48,ok,ok
49,someone,someon
50,mentioned,mention
51,faux,faux
52,apple,appl
53,jicama,jicama
54,whaddayathink,whaddayathink
