,word,lemma
0,AFTER,after
1,A,A
2,DAY,day
3,AT,AT
4,HOSPICE,hospic
5,How,how
6,slowly,slowli
7,stages,stage
8,pass,pass
9,gradual,gradual
10,slope,slope
11,learning,learn
12,summer,summer
13,passes,pass
14,without,without
15,concern,concern
16,The,the
17,days,day
18,lengthen,lengthen
19,stretch,stretch
20,beyond,beyond
21,us,us
22,blanketed,blanket
23,nurses,nurs
24,kindness,kind
25,patience,patienc
26,With,with
27,Grandma,grandma
28,moments,moment
29,lets,let
30,know,know
31,grip,grip
32,hand,hand
33,still,still
34,Sometimes,sometim
35,smile,smile
36,beautiful,beauti
37,skies,sky
38,There,there
39,comforted,comfort
40,weak,weak
41,tears,tear
42,falling,fall
43,unashamed,unasham
44,love,love
45,woman,woman
46,given,given
47,much,much
48,acceptance,accept
49,gentle,gentl
50,respect,respect
51,simple,simpl
52,truths,truth
53,I,I
54,remember,rememb
55,weeks,week
56,ago,ago
57,hot,hot
58,walk,walk
59,Hospice,hospic
60,house,hous
61,came,came
62,took,took
63,hands,hand
64,mine,mine
65,silence,silenc
66,drew,drew
67,lips,lip
68,blow,blow
69,cool,cool
70,This,thi
71,It,It
72,learned,learn
73,tenderness,tender
74,care,care
75,These,these
76,thoughts,thought
77,riding,ride
78,bike,bike
79,home,home
80,thanking,thank
81,legs,leg
82,heart,heart
83,health,health
84,Home,home
85,hesitate,hesit
86,would,would
87,make,make
88,feel,feel
89,good,good
90,even,even
91,tension,tension
92,shoulders,shoulder
93,neck,neck
94,face,face
95,reminds,remind
96,little,littl
97,time,time
98,souvenirs,souvenir
99,memories,memori
100,made,made
101,forgiveness,forgiv
102,granted,grant
103,night,night
104,another,anoth
105,day,day
106,lessons,lesson
107,farewells,farewel
