,word,stem
0,urlLink,urllink
1,Osho,osho
2,Zen,zen
3,Tarot,tarot
4,28,28
5,Receptivity,recept
6,Listening,listen
7,one,one
8,basic,basic
9,secrets,secret
10,entering,enter
11,temple,templ
12,God,god
13,means,mean
14,passivity,passiv
15,forgetting,forget
16,completely,complet
17,listen,listen
18,When,when
19,attentively,attent
20,somebody,somebodi
21,forget,forget
22,If,If
23,cannot,cannot
24,never,never
25,self,self
26,conscious,consciou
27,simply,simpli
28,pretend,pretend
29,listening,listen
30,You,you
31,may,may
32,nod,nod
33,head,head
34,sometimes,sometim
35,say,say
36,yes,ye
37,become,becom
38,passage,passag
39,receptivity,recept
40,womb,womb
41,feminine,feminin
42,And,and
43,arrive,arriv
44,reach,reach
45,aggressive,aggress
46,invaders,invad
47,conquerors,conqueror
48,better,better
49,receptive,recept
50,yin,yin
51,door,door
52,open,open
53,wait,wait
54,art,art
55,becoming,becom
56,passive,passiv
57,A,A
58,Sudden,sudden
59,Clash,clash
60,Thunder,thunder
61,Chapter,chapter
62,5,5
63,Commentary,commentari
64,represents,repres
65,quality,qualiti
66,water,water
67,emotions,emot
68,Her,her
69,arms,arm
70,extended,extend
71,upwards,upward
72,receive,receiv
73,immersed,immers
74,She,she
75,busy,busi
76,mind,mind
77,hinder,hinder
78,pure,pure
79,filled,fill
80,continuously,continu
81,emptying,empti
82,overflowing,overflow
83,receiving,receiv
84,The,the
85,lotus,lotu
86,pattern,pattern
87,matrix,matrix
88,emerges,emerg
89,perfect,perfect
90,harmony,harmoni
91,universe,univers
92,becomes,becom
93,apparent,appar
94,tune,tune
95,Queen,queen
96,Water,water
97,brings,bring
98,time,time
99,unboundedness,unbounded
100,gratitude,gratitud
101,whatever,whatev
102,life,life
103,without,without
104,expectations,expect
105,demands,demand
106,Neither,neither
107,duty,duti
108,thought,thought
109,merit,merit
110,reward,reward
111,important,import
112,Sensitivity,sensit
113,intuition,intuit
114,compassion,compass
115,qualities,qualiti
116,shine,shine
117,forth,forth
118,dissolving,dissolv
119,obstacles,obstacl
120,keep,keep
121,us,us
122,separate,separ
123,whole,whole
