,word,stem
0,tired,tire
1,confused,confus
2,worse,wors
3,abused,abus
4,sometimes,sometim
5,feel,feel
6,like,like
7,mind,mind
8,used,use
9,times,time
10,question,question
11,truth,truth
12,yet,yet
13,remain,remain
14,every,everi
15,day,day
16,bomb,bomb
17,explode,explod
18,fuse,fuse
19,choose,choos
20,family,famili
21,holds,hold
22,hand,hand
23,likes,like
24,emotionally,emot
25,abuse,abus
26,making,make
27,choices,choic
28,noises,nois
29,ammuse,ammus
30,awhile,awhil
31,start,start
32,bruise,bruis
33,wont,wont
34,let,let
35,win,win
36,loose,loos
37,hate,hate
38,fact,fact
39,always,alway
40,attacked,attack
41,cant,cant
42,defend,defend
43,want,want
44,go,go
45,crazy,crazi
46,crack,crack
47,cut,cut
48,slack,slack
49,watch,watch
50,back,back
51,never,never
52,need,need
53,prozac,prozac
54,relax,relax
55,stop,stop
56,cutting,cut
57,tree,tree
58,drop,drop
59,axe,axe
60,reality,realiti
61,love,love
62,act,act
63,keep,keep
64,fighting,fight
65,turn,turn
66,another,anoth
67,iraq,iraq
68,declare,declar
69,war,war
70,nothing,noth
71,except,except
72,matter,matter
73,many,mani
74,walls,wall
75,build,build
76,walk,walk
77,door,door
78,soar,soar
79,sore,sore
80,germs,germ
81,floor,floor
82,heres,here
83,bleach,bleach
84,burn,burn
85,smores,smore
86,soon,soon
87,learn,learn
88,going,go
89,away,away
90,time,time
91,make,make
92,chore,chore
93,buy,buy
94,leave,leav
95,beg,beg
96,force,forc
97,deaf,deaf
98,word,word
99,please,pleas
100,forever,forev
101,life,life
102,gonna,gonna
103,miserable,miser
104,shes,she
105,wife,wife
106,anywhere,anywher
107,running,run
108,wild,wild
109,crackhead,crackhead
110,knife,knife
111,anything,anyth
112,gets,get
113,way,way
114,dream,dream
115,sight,sight
116,worth,worth
117,fight,fight
118,darkest,darkest
119,hour,hour
120,light,light
121,hold,hold
122,real,real
123,tight,tight
124,loosen,loosen
125,grip,grip
126,even,even
127,might,might
128,im,im
129,good,good
130,done,done
131,polite,polit
132,nice,nice
133,advice,advic
134,kiss,kiss
135,ass,ass
136,wedding,wed
137,night,night
138,free,free
139,romantic,romant
140,us,us
141,finances,financ
142,okay,okay
143,fuck,fuck
144,goodnight,goodnight
