,word,stem
0,Hello,hello
1,Since,sinc
2,I,I
3,seem,seem
4,primary,primari
5,user,user
6,device,devic
7,going,go
8,lay,lay
9,schedule,schedul
10,next,next
11,several,sever
12,days,day
13,Let,let
14,know,know
15,problems,problem
16,comments,comment
17,find,find
18,game,game
19,etc,etc
20,Also,also
21,may,may
22,soon,soon
23,Messageboard,messageboard
24,Forum,forum
25,stay,stay
26,tuned,tune
27,courtesy,courtesi
28,Ecks,eck
29,Wednesday,wednesday
30,10pm,10pm
31,Jeuno,jeuno
32,XP,XP
33,party,parti
34,Thursday,thursday
35,Off,off
36,Friday,friday
37,Genkai,genkai
38,1,1
39,hunt,hunt
40,Crawler,crawler
41,Nest,nest
42,Eldieme,eldiem
43,Necropolis,necropoli
44,Garlaige,garlaig
45,Citadel,citadel
46,Saturday,saturday
47,continued,continu
48,Sunday,sunday
49,Monday,monday
50,Tuesday,tuesday
