,word,lemma
0,Point,point
1,following,follow
2,story,stori
3,We,We
4,gambled,gambl
5,Eric,eric
6,sister,sister
7,decided,decid
8,go,go
9,urlLink,urllink
10,Joe,joe
11,Vision,vision
12,last,last
13,night,night
14,see,see
15,game,game
16,4,4
17,Stanley,stanley
18,Cup,cup
19,Finals,final
20,Since,sinc
21,leaving,leav
22,Alaska,alaska
23,18th,18th
24,trying,tri
25,hang,hang
26,much,much
27,possible,possibl
28,The,the
29,two,two
30,us,us
31,meet,meet
32,friends,friend
33,Detroit,detroit
34,left,left
35,I,I
36,got,got
37,home,home
38,work,work
39,starving,starv
40,thought,thought
41,quick,quick
42,cheap,cheap
43,restaurants,restaur
44,way,way
45,Ann,ann
46,Arbor,arbor
47,downtown,downtown
48,One,one
49,restaurant,restaur
50,shone,shone
51,rest,rest
52,White,white
53,Castle,castl
54,There,there
55,Telegraph,telegraph
56,road,road
57,96,96
58,Obviously,obvious
59,without,without
60,getting,get
61,burgers,burger
62,also,also
63,caved,cave
64,novelty,novelti
65,Chicken,chicken
66,Rings,ring
67,They,they
68,tasty,tasti
69,easy,easi
70,eat,eat
71,perfect,perfect
72,food,food
73,While,while
74,fairly,fairli
75,large,larg
76,female,femal
77,bus,bu
78,driver,driver
79,asked,ask
80,How,how
81,keep,keep
82,feet,feet
83,purdy,purdi
84,said,said
85,something,someth
86,burnt,burnt
87,sun,sun
88,day,day
89,yesterday,yesterday
90,She,she
91,care,care
92,continued,continu
93,comment,comment
94,toes,toe
95,heels,heel
96,Foot,foot
97,fetish,fetish
98,know,know
99,Back,back
100,8,8
101,9,9
102,chicken,chicken
103,rings,ring
104,2,2
105,orders,order
106,fries,fri
107,couple,coupl
108,Cokes,coke
109,During,dure
110,first,first
111,period,period
112,stomach,stomach
113,raging,rage
114,battle,battl
115,items,item
116,fact,fact
117,poop,poop
118,JLA,jla
119,That,that
120,decisive,decis
121,win,win
