,word,lemma
0,urlLink,urllink
1,Ted,ted
2,Jesus,jesu
3,Christ,christ
4,GOD,god
5,TJCG,tjcg
6,friends,friend
7,call,call
8,key,key
9,words,word
10,numbers,number
11,LightSide,lightsid
12,Online,onlin
13,They,they
14,Media,media
15,Messages,messag
16,nuclear,nuclear
17,secret,secret
18,hard,hard
19,disk,disk
20,showing,show
21,X,X
22,Division,divis
23,behind,behind
24,copier,copier
25,machine,machin
26,Xmas,xma
27,Christmas,christma
28,FOR,for
29,MANY,mani
30,THINGS,thing
31,CORRELATES,correl
32,TO,TO
33,CHRIST,christ
34,ATOMIC,atom
35,AND,and
36,NUCLEAR,nuclear
37,WEAPONS,weapon
38,ARE,are
39,THE,the
40,SWORD,sword
41,OF,OF
42,CHOICE,choic
43,DROPPING,drop
44,OR,OR
45,KILLING,kill
46,SATAN,satan
47,DEVIL,devil
48,ALL,all
49,DEMONS,demon
50,FROM,from
51,HELP,help
52,ANGELS,angel
53,LIGHT,light
54,EARTH,earth
55,IS,IS
56,GETTING,get
57,MAXIMUM,maximum
58,FIRE,fire
59,POWER,power
60,STAGES,stage
61,SET,set
62,via,via
