,word,stem
0,urlLink,urllink
1,Church,church
2,State,state
3,Wake,wake
4,people,peopl
5,It,It
6,worse,wors
7,imagined,imagin
8,The,the
9,United,unit
10,States,state
11,America,america
12,hijacked,hijack
13,religious,religi
14,nutballs,nutbal
15,trying,tri
16,bring,bring
17,end,end
18,world,world
19,We,We
20,stop,stop
21,sky,sky
22,falling,fall
23,Wolf,wolf
24,But,but
25,ask,ask
26,pull,pull
27,brakes,brake
28,steaming,steam
29,train,train
30,holiness,holi
31,answer,answer
32,simple,simpl
33,righteous,righteou
34,You,you
35,beat,beat
36,game,game
