,word,stem
0,urlLink,urllink
1,Shipping,ship
2,Giant,giant
3,FedEx,fedex
4,Buying,buy
5,Retail,retail
6,Copy,copi
7,Chain,chain
8,Kinko,kinko
9,MEMPHIS,memphi
10,Tenn,tenn
11,announced,announc
12,buying,buy
13,2,2
14,4,4
15,billion,billion
16,The,the
17,deal,deal
18,would,would
19,allow,allow
20,expand,expand
21,retail,retail
22,presence,presenc
23,Privately,privat
24,held,held
25,operates,oper
26,1,1
27,200,200
28,stores,store
29,worldwide,worldwid
30,annual,annual
31,revenue,revenu
32,provide,provid
33,variety,varieti
34,services,servic
35,including,includ
36,copying,copi
37,computing,comput
38,scanning,scan
39,faxing,fax
40,shipping,ship
41,Funds,fund
42,managed,manag
43,Clayton,clayton
44,Dubilier,dubili
45,Rice,rice
46,global,global
47,private,privat
48,equity,equiti
49,investment,invest
50,firm,firm
51,control,control
52,ownership,ownership
53,In,In
54,statement,statement
55,two,two
56,parties,parti
57,say,say
58,management,manag
59,expected,expect
60,remain,remain
61,place,place
62,company,compani
63,headquarters,headquart
64,staying,stay
65,Dallas,dalla
