,word,lemma
0,urlLink,urllink
1,Wordsmyth,wordsmyth
2,Open,open
3,Syllables,syllabl
4,pen,pen
5,Parts,part
6,speech,speech
7,adjective,adject
8,transitive,transit
9,verb,verb
10,intransitive,intransit
11,noun,noun
12,Phrases,phrase
13,Part,part
14,Speech,speech
15,Adjective,adject
16,Definition1,definition1
17,allowing,allow
18,entry,entri
19,access,access
20,shut,shut
21,enclosed,enclos
22,fastened,fasten
23,Definition2,definition2
24,unobstructed,unobstruct
25,clear,clear
26,trees,tree
27,structures,structur
28,like,like
29,Definition3,definition3
30,may,may
31,attended,attend
32,taken,taken
33,part,part
34,public,public
35,Definition4,definition4
36,available,avail
37,job,job
38,position,posit
39,Definition5,definition5
40,behaving,behav
41,without,without
42,secrecy,secreci
43,frank,frank
44,candid,candid
45,forthcoming,forthcom
46,Definition6,definition6
47,yet,yet
48,decided,decid
49,concluded,conclud
50,Definition7,definition7
51,prepared,prepar
52,business,busi
53,Definition,definit
54,8,8
55,receptive,recept
56,ideas,idea
57,perceptions,percept
58,9,9
59,spread,spread
60,extended,extend
61,flower,flower
