,word,lemma
0,okay,okay
1,trying,tri
2,outsmart,outsmart
3,thing,thing
4,I,I
5,set,set
6,alarm,alarm
7,4,4
8,30,30
9,test,test
10,take,take
11,morning,morn
12,meds,med
13,early,earli
14,couldnt,couldnt
15,rouse,rous
16,myslef,myslef
17,till,till
18,five,five
19,tested,test
20,arm,arm
21,114,114
22,took,took
23,glucophage,glucophag
24,thinking,think
25,might,might
26,much,much
27,breakfast,breakfast
28,went,went
29,back,back
30,sleep,sleep
31,woke,woke
32,9am,9am
33,blood,blood
34,121,121
35,shit,shit
36,immediately,immedi
37,leg,leg
38,showed,show
39,130,130
40,good,good
41,news,news
42,probably,probabl
43,testing,test
44,high,high
45,since,sinc
46,site,site
47,choice,choic
48,supposed,suppos
49,fingers,finger
50,however,howev
51,cannot,cannot
52,seem,seem
53,beat,beat
54,fucking,fuck
55,sugar,sugar
56,tommorrow,tommorrow
57,trytaking,trytak
58,hte,hte
59,glipizid,glipizid
60,next,next
61,day,day
62,see,see
63,going,go
64,scew,scew
65,reaction,reaction
66,Had,had
67,9,9
68,grams,gram
69,carbs,carb
70,fiber,fiber
71,ceral,ceral
72,cream,cream
