,word,stem
0,urlLink,urllink
1,The,the
2,Story,stori
3,So,So
4,Far,far
5,Since,sinc
6,two,two
7,towers,tower
8,fell,fell
9,Sitting,sit
10,Sushi,sushi
11,joint,joint
12,couple,coupl
13,friends,friend
14,television,televis
15,President,presid
16,Bush,bush
17,deployed,deploy
18,ships,ship
19,Afghanistan,afghanistan
20,Hm,Hm
21,That,that
22,quick,quick
23,I,I
24,noted,note
25,feeling,feel
26,surreal,surreal
27,queasy,queasi
28,My,My
29,friend,friend
30,nodded,nod
31,Oh,Oh
32,yes,ye
33,Americans,american
34,waste,wast
35,time,time
36,go,go
37,insane,insan
38,We,We
39,ate,ate
40,raw,raw
41,fish,fish
42,pondered,ponder
43,end,end
44,world,world
