,word,stem
0,urlLink,urllink
1,bristol,bristol
2,news,news
3,entertainment,entertain
4,jobs,job
5,homes,home
6,cars,car
7,Criminals,crimin
8,Bristol,bristol
9,area,area
10,charged,charg
11,lawyers,lawyer
12,instead,instead
13,police,polic
14,officers,offic
15,move,move
16,designed,design
17,ensure,ensur
18,cases,case
19,go,go
20,court,court
21,The,the
22,Crown,crown
23,Prosecution,prosecut
24,Service,servic
25,CPS,cp
26,already,alreadi
27,offices,offic
28,four,four
29,stations,station
30,well,well
31,bases,base
32,Yate,yate
33,Weston,weston
34,super,super
35,Mare,mare
