,word,stem
0,good,good
1,lets,let
2,see,see
3,I,I
4,took,took
5,evening,even
6,meds,med
7,5,5
8,30,30
9,ended,end
10,eating,eat
11,big,big
12,meal,meal
13,9,9
14,10,10
15,eat,eat
16,lunch,lunch
17,english,english
18,cucumber,cucumb
19,dressing,dress
20,6,6
21,carbs,carb
22,hour,hour
23,two,two
24,starving,starv
25,ate,ate
26,3,3
27,4,4
28,cup,cup
29,cottage,cottag
30,cheese,chees
31,7,7
32,hunk,hunk
33,mozzarella,mozzarella
34,bowl,bowl
35,kale,kale
36,soup,soup
37,17,17
38,total,total
39,day,day
40,less,less
41,40,40
42,hours,hour
43,last,last
44,conclusion,conclus
45,fast,fast
46,acting,act
47,right,right
48,take,take
49,9pm,9pm
50,maybe,mayb
51,even,even
52,earlier,earlier
53,HOWEVER,howev
54,eaten,eaten
55,thing,thing
56,8,8
57,really,realli
58,Also,also
59,yesterday,yesterday
60,woke,woke
61,feeling,feel
62,light,light
63,airy,airi
64,Today,today
65,feel,feel
66,heavy,heavi
67,probably,probabl
68,500,500
69,normally,normal
70,AND,and
71,three,three
72,glucophage,glucophag
73,glipizid,glipizid
74,want,want
75,start,start
76,shootin,shootin
77,insulin,insulin
78,dammit,dammit
