,word,stem
0,urlLink,urllink
1,Moon,moon
2,Seen,seen
3,As,As
4,Nuclear,nuclear
5,Waste,wast
6,Repository,repositori
7,debate,debat
8,rages,rage
9,using,use
10,Yucca,yucca
11,Mountain,mountain
12,burial,burial
13,ground,ground
14,thousands,thousand
15,tons,ton
16,radioactive,radioact
17,material,materi
18,better,better
19,site,site
20,unwanted,unwant
21,nuclear,nuclear
22,waste,wast
23,holds,hold
24,mute,mute
25,vigil,vigil
26,skies,sky
27,Nevada,nevada
28,desert,desert
29,I,I
30,think,think
31,seen,seen
32,show,show
