,word,lemma
0,I,I
1,dreams,dream
2,army,armi
3,robotic,robot
4,artist,artist
5,minions,minion
6,bidding,bid
7,For,for
8,seem,seem
9,think,think
10,conceptual,conceptu
11,level,level
12,really,realli
13,good,good
14,whole,whole
15,creating,creat
16,bit,bit
17,cool,cool
18,idea,idea
19,horrible,horribl
20,making,make
21,content,content
22,Just,just
23,remixing,remix
24,manifesting,manifest
25,previous,previou
26,art,art
27,new,new
28,pieces,piec
29,almost,almost
30,dream,dream
31,urlLink,urllink
32,Project,project
33,K,K
34,So,So
35,need,need
36,machines,machin
37,abstract,abstract
38,automatic,automat
39,preferably,prefer
40,changes,chang
41,time,time
42,incorporate,incorpor
43,video,video
44,Mmmmm,mmmmm
45,artists,artist
