,word,stem
0,Japan,japan
1,Scientists,scientist
2,Grow,grow
3,Artificial,artifici
4,Eyeball,eyebal
5,Kyodo,kyodo
6,TOKYO,tokyo
7,Reuters,reuter
8,Japanese,japanes
9,scientists,scientist
10,succeeded,succeed
11,growing,grow
12,artificial,artifici
13,eyeballs,eyebal
14,first,first
15,time,time
16,world,world
17,news,news
18,agency,agenc
19,said,said
20,Saturday,saturday
21,A,A
22,group,group
23,researchers,research
24,led,led
25,Makoto,makoto
26,Asashima,asashima
27,biology,biolog
28,professor,professor
29,Tokyo,tokyo
30,University,univers
31,tadpoles,tadpol
32,using,use
33,cells,cell
34,taken,taken
35,frog,frog
36,embryos,embryo
37,Since,sinc
38,basics,basic
39,body,bodi
40,making,make
41,common,common
42,human,human
43,beings,be
44,I,I
45,think,think
46,might,might
47,help,help
48,enable,enabl
49,people,peopl
50,regain,regain
51,vision,vision
52,future,futur
53,quoted,quot
54,saying,say
55,The,the
56,soaking,soak
57,undifferentiated,undifferenti
58,embryo,embryo
59,Platanna,platanna
60,special,special
61,medium,medium
62,transplanted,transplant
63,eyeball,eyebal
64,tadpole,tadpol
65,whose,whose
66,left,left
67,eye,eye
68,removed,remov
69,hatched,hatch
70,week,week
71,transplant,transplant
72,confirmed,confirm
73,connected,connect
74,optic,optic
75,nerves,nerv
76,rejection,reject
77,symptoms,symptom
78,http,http
79,dailynews,dailynew
80,yahoo,yahoo
81,com,com
82,h,h
83,nm,nm
84,20020105,20020105
85,sc,sc
86,japan_eyeball_dc_1,japan_eyeball_dc_1
87,html,html
