,word,stem
0,urlLink,urllink
1,Our,our
2,Nuclear,nuclear
3,Talk,talk
4,Gravely,grave
5,Imperils,imperil
6,Us,Us
7,A,A
8,dangerous,danger
9,world,world
10,grew,grew
11,Reports,report
12,administration,administr
13,contemplating,contempl
14,preemptive,preemptiv
15,use,use
16,nuclear,nuclear
17,weapons,weapon
18,Iraq,iraq
19,set,set
20,alarm,alarm
21,bells,bell
22,could,could
23,wrong,wrong
24,war,war
25,time,time
26,quickly,quickli
27,spin,spin
28,control,control
29,Initiating,initi
30,would,would
31,make,make
32,conflict,conflict
33,potentially,potenti
34,catastrophic,catastroph
