,word,lemma
0,About,about
1,Schmidt,schmidt
2,afternoon,afternoon
3,Pretty,pretti
4,good,good
5,A,A
6,little,littl
7,vexed,vex
8,ending,end
9,I,I
10,think,think
11,getting,get
12,lazy,lazi
13,interpret,interpret
14,ambiguity,ambigu
15,Finished,finish
16,application,applic
17,today,today
18,essay,essay
19,questions,question
20,All,all
21,remains,remain
22,inform,inform
23,references,refer
24,reference,refer
25,status,statu
26,could,could
27,well,well
28,mean,mean
29,letting,let
30,company,compani
31,know,know
32,planning,plan
33,leave,leav
34,6,6
35,mos,mo
36,year,year
37,sure,sure
38,react,react
39,concerned,concern
40,either,either
41,Good,good
42,people,peopl
43,certainly,certainli
44,giving,give
45,least,least
46,six,six
47,months,month
48,notice,notic
49,At,At
50,point,point
51,thing,thing
52,gives,give
53,pause,paus
54,Sydney,sydney
55,make,make
56,home,home
57,years,year
58,whoever,whoever
59,gets,get
60,knows,know
61,cat,cat
62,lot,lot
63,ways,way
64,clean,clean
65,mannered,manner
66,sweet,sweet
67,get,get
68,tiny,tini
69,meow,meow
70,That,that
71,said,said
72,likes,like
73,scratch,scratch
74,stuff,stuff
75,probably,probabl
76,check,check
77,expose,expos
78,furniture,furnitur
79,dorm,dorm
80,rated,rate
