,word,stem
0,DAYLIGHT,daylight
1,SAVINGS,save
2,Fire,fire
3,sit,sit
4,well,well
5,alone,alon
6,room,room
7,still,still
8,sweat,sweat
9,hanging,hang
10,like,like
11,heavy,heavi
12,big,big
13,hold,hold
14,child,child
15,humid,humid
16,airless,airless
17,I,I
18,could,could
19,go,go
20,open,open
21,windows,window
22,turn,turn
23,air,air
24,suffer,suffer
25,martyr,martyr
26,satisfied,satisfi
27,choice,choic
28,everything,everyth
29,told,told
30,whatever,whatev
31,want,want
32,wanting,want
33,makes,make
34,desire,desir
35,fufills,fufil
36,comfort,comfort
37,shields,shield
38,eyes,eye
39,see,see
40,nothing,noth
41,blind,blind
42,routine,routin
43,paves,pave
44,sidewalk,sidewalk
45,feel,feel
46,foot,foot
47,advice,advic
48,stay,stay
49,risk,risk
50,dare,dare
51,dream,dream
52,trust,trust
53,live,live
54,voices,voic
55,stop,stop
56,heard,heard
57,words,word
58,inside,insid
59,another,anoth
60,hole,hole
61,decide,decid
62,something,someth
63,new,new
64,worry,worri
65,right,right
