,word,stem
0,Wired,wire
1,reports,report
2,urlLink,urllink
3,Move,move
4,Over,over
5,DVD,dvd
6,Here,here
7,Comes,come
8,EVD,evd
9,Analysts,analyst
10,qouted,qout
11,story,stori
12,say,say
13,evd,evd
14,suceed,suce
15,considering,consid
16,hollywood,hollywood
17,studios,studio
18,may,may
19,support,support
20,I,I
21,think,think
22,otherwise,otherwis
23,The,the
24,Asian,asian
25,markets,market
26,still,still
27,new,new
28,producers,produc
29,switch,switch
30,Also,also
31,like,like
32,consumer,consum
33,electronics,electron
34,players,player
35,manufactured,manufactur
36,Asia,asia
37,China,china
38,Taiwan,taiwan
39,et,et
40,al,al
41,They,they
42,might,might
43,suppport,suppport
44,Link,link
