,word,lemma
0,urlLink,urllink
1,Ted,ted
2,Koppel,koppel
3,Nightline,nightlin
4,Prepares,prepar
5,US,US
6,Martial,martial
7,Law,law
8,efficient,effici
9,use,use
10,Richard,richard
11,Clarke,clark
12,prepare,prepar
13,elite,elit
14,viewers,viewer
15,martial,martial
16,law,law
17,leading,lead
18,observers,observ
19,Net,net
20,reluctantly,reluctantli
21,conclude,conclud
22,merciless,merciless
23,Bush,bush
24,Regime,regim
25,actively,activ
26,planning,plan
27,catalyst,catalyst
28,Armagaddon,armagaddon
29,Plan,plan
