,word,stem
0,Crazy,crazi
1,dream,dream
2,2,2
3,Just,just
4,days,day
5,ago,ago
6,I,I
7,involved,involv
8,moving,move
9,Georgia,georgia
10,Since,sinc
11,know,know
12,anyone,anyon
13,find,find
14,housing,hous
15,All,all
16,apartments,apart
17,full,full
18,something,someth
19,ended,end
20,subletting,sublet
21,room,room
22,mansion,mansion
23,The,the
24,details,detail
25,fuzzy,fuzzi
26,definitely,definit
27,pond,pond
28,back,back
29,odd,odd
30,stones,stone
31,surrounding,surround
32,perimeter,perimet
33,It,It
34,reminded,remind
35,urlLink,urllink
36,Mandelbrot,mandelbrot
37,set,set
38,think,think
39,Do,Do
40,fractals,fractal
41,Thought,thought
42,owner,owner
43,could,could
44,young,young
45,daughter,daughter
46,showed,show
47,They,they
48,said,said
49,one,one
50,problem,problem
51,bed,bed
52,earlier,earlier
53,Eh,Eh
54,whatever,whatev
55,took,took
56,anyway,anyway
57,fell,fell
58,asleep,asleep
59,woke,woke
60,two,two
61,leech,leech
62,like,like
63,beings,be
64,left,left
65,hand,hand
66,immediately,immedi
67,started,start
68,swat,swat
69,trying,tri
70,get,get
71,must,must
72,watching,watch
73,sleep,sleep
74,yelled,yell
75,stop,stop
76,leeches,leech
77,would,would
78,keep,keep
79,sucking,suck
80,either,either
81,filled,fill
82,blood,blood
83,died,die
84,On,On
85,closer,closer
86,inspection,inspect
87,coiled,coil
88,bodies,bodi
89,expand,expand
90,hold,hold
91,LOT,lot
92,hospital,hospit
93,called,call
94,Eric,eric
95,knows,know
96,He,He
97,picked,pick
98,weird,weird
99,Dodge,dodg
100,Neon,neon
101,SUV,suv
102,hybrid,hybrid
103,explained,explain
104,fact,fact
105,reading,read
106,Motor,motor
107,Trend,trend
108,tried,tri
109,ask,ask
110,directions,direct
111,nearest,nearest
112,Everyone,everyon
113,give,give
114,us,us
115,different,differ
116,got,got
117,highway,highway
118,My,My
119,entire,entir
120,arm,arm
121,completely,complet
122,explains,explain
123,bit,bit
