,word,stem
0,There,there
1,urlLink,urllink
2,new,new
3,trailer,trailer
4,Steven,steven
5,Soderbergh,soderbergh
6,Solaris,solari
7,today,today
8,one,one
9,movies,movi
10,I,I
11,looking,look
12,forward,forward
13,fall,fall
14,got,got
15,copy,copi
16,great,great
17,DVD,dvd
18,release,releas
19,Tarkovsky,tarkovski
20,original,origin
21,film,film
22,The,the
23,Russian,russian
24,Cinema,cinema
25,Council,council
26,short,short
27,ago,ago
28,Which,which
29,hope,hope
30,review,review
31,Mindjack,mindjack
32,released,releas
