,word,stem
0,urlLink,urllink
1,Fear,fear
2,factor,factor
3,Conspiracy,conspiraci
4,theories,theori
5,go,go
6,mainstream,mainstream
7,It,It
8,banner,banner
9,year,year
10,conspiracy,conspiraci
11,Forget,forget
12,old,old
13,days,day
14,panic,panic
15,seemed,seem
16,confined,confin
17,crop,crop
18,circle,circl
19,farmers,farmer
20,alien,alien
21,friendly,friendli
22,hippies,hippi
23,today,today
24,kooky,kooki
25,fringe,fring
26,The,the
27,practice,practic
28,outlandish,outlandish
29,hypothesizing,hypothes
30,gone,gone
31,via,via
