,word,lemma
0,urlLink,urllink
1,The,the
2,S,S
3,factor,factor
4,explains,explain
5,Bush,bush
6,popularity,popular
7,president,presid
8,hovers,hover
9,around,around
10,50,50
11,percent,percent
12,astonishingly,astonishingli
13,high,high
14,figure,figur
15,I,I
16,believe,believ
17,given,given
18,state,state
19,people,peopl
20,lives,live
21,opposed,oppos
22,four,four
23,years,year
24,ago,ago
25,What,what
26,explain,explain
27,It,It
28,merely,mere
29,insufficiently,insuffici
30,intelligent,intellig
31,grasp,grasp
32,nuances,nuanc
33,foreign,foreign
34,policy,polici
35,constitutional,constitut
36,law,law
37,macroeconomics,macroeconom
38,variegated,varieg
39,interplay,interplay
40,humans,human
41,environment,environ
42,These,these
43,referring,refer
44,cannot,cannot
45,understand,understand
46,phenomenon,phenomenon
47,cause,caus
48,effect,effect
49,They,they
50,perplexed,perplex
51,issues,issu
52,comprising,compris
53,two,two
54,sides,side
55,wherewithal,wherewith
56,expand,expand
57,sources,sourc
58,information,inform
59,And,and
60,far,far
61,think,think
62,via,via
