,word,stem
0,Sprint,sprint
1,PCS,pc
2,sucks,suck
3,There,there
4,good,good
5,reason,reason
6,greeting,greet
7,phone,phone
8,POS,po
9,ever,ever
10,since,sinc
11,I,I
12,got,got
13,Let,let
14,go,go
15,happened,happen
16,month,month
17,moved,move
18,Ann,ann
19,Arbor,arbor
20,Livonia,livonia
21,back,back
22,changed,chang
23,address,address
24,site,site
25,week,week
26,new,new
27,apartment,apart
28,The,the
29,changes,chang
30,stick,stick
31,would,would
32,change,chang
33,save,save
34,reload,reload
35,old,old
36,tried,tri
37,3,3
38,days,day
39,get,get
40,luck,luck
41,Eventually,eventu
42,log,log
43,website,websit
44,make,make
45,payments,payment
46,online,onlin
47,going,go
48,problem,problem
49,September,septemb
50,7th,7th
51,rolled,roll
52,around,around
53,billing,bill
54,date,date
55,Obviously,obvious
56,day,day
57,blew,blew
58,past,past
59,couple,coupl
60,weeks,week
61,bill,bill
62,overdue,overdu
63,They,they
64,turn,turn
65,thought,thought
66,set,set
67,No,No
68,much,much
69,turned,turn
70,yesterday,yesterday
71,STILL,still
72,This,thi
73,morning,morn
74,called,call
75,customer,custom
76,service,servic
77,number,number
78,PAY,pay
79,That,that
80,strike,strike
81,1,1
82,My,My
83,basement,basement
84,house,hous
85,cellular,cellular
86,reception,recept
87,extremely,extrem
88,spotty,spotti
89,random,random
90,rarely,rare
91,works,work
92,university,univers
93,buildings,build
94,job,job
95,classes,class
96,main,main
97,study,studi
98,area,area
99,Thus,thu
100,cell,cell
101,walking,walk
102,destinations,destin
103,What,what
104,provider,provid
