,word,stem
0,The,the
1,application,applic
2,synchronicity,synchron
3,based,base
4,strategy,strategi
5,looking,look
6,meaning,mean
7,coincidental,coincident
8,events,event
9,pragmatic,pragmat
10,striving,strive
11,predict,predict
12,things,thing
13,according,accord
14,notions,notion
15,causality,causal
16,surmised,surmis
17,statistical,statist
18,records,record
19,Einstein,einstein
20,said,said
21,time,time
22,clock,clock
23,measures,measur
24,urlLink,urllink
25,A,A
26,question,question
27,layman,layman
28,Recently,recent
29,astronomers,astronom
30,found,found
31,universe,univers
32,expanding,expand
33,But,but
34,wait,wait
35,There,there
36,outside,outsid
37,rate,rate
38,expansion,expans
39,accelerating,acceler
40,Now,now
41,choose,choos
42,two,two
43,distant,distant
44,galaxies,galaxi
45,reference,refer
46,length,length
47,matter,matter
48,shrinking,shrink
49,respect,respect
50,shrinkage,shrinkag
51,Whenever,whenev
52,object,object
53,accelerates,acceler
54,associated,associ
55,force,forc
56,Can,can
57,detect,detect
58,locally,local
59,Have,have
60,ever,ever
61,seen,seen
62,apple,appl
63,fall,fall
64,earth,earth
