,frequency
So,3
much,3
for,5
my,3
happy,3
ending,3
Let,1
s,4
talk,1
this,2
over,1
It,3
not,1
like,3
we,6
re,1
dead,2
Was,2
it,4
something,2
I,12
did,1
You,5
said,1
Don,1
t,2
leave,1
me,6
hanging,1
In,1
a,2
city,1
so,4
Held,1
up,1
high,1
On,1
such,1
breakable,1
thread,1
were,7
all,4
the,6
things,3
thought,4
knew,2
And,5
could,2
be,4
everything,2
that,2
wanted,1
We,1
meant,1
to,5
supposed,1
but,1
lost,1
of,1
memories,1
close,1
just,1
fade,1
away,1
All,3
time,1
you,7
pretending,1
ve,1
got,1
your,1
dumb,1
friends,1
know,6
what,1
they,4
say,1
They,1
tell,1
m,1
difficult,1
But,2
are,1
don,1
Do,1
even,1
hide,1
from,1
shit,1
do,1
nice,2
there,1
Thanks,2
acting,1
cared,1
making,1
feel,1
was,1
only,1
one,1
had,1
watching,1
as,1
fall,1
letting,1
done,1
