,word,stem
0,urlLink,urllink
1,Cosmic,cosmic
2,Reality,realiti
3,Check,check
4,universe,univers
5,flat,flat
6,Forget,forget
7,mind,mind
8,boggling,boggl
9,space,space
10,time,time
11,curved,curv
12,stuff,stuff
13,Euclid,euclid
14,right,right
15,along,along
16,And,and
17,pancake,pancak
18,expand,expand
19,infinitely,infinit
20,There,there
21,thing,thing
22,end,end
23,particular,particular
24,Everything,everyth
25,see,see
26,touch,touch
27,everything,everyth
28,material,materi
29,physical,physic
30,mere,mere
31,fat,fat
32,cosmic,cosmic
33,milk,milk
34,thought,thought
35,important,import
36,tiny,tini
37,fraction,fraction
38,really,realli
39,going,go
