,frequency
last,2
night,1
I,11
had,1
two,1
chicken,1
sausages,1
with,2
fontina,1
garlic,1
and,7
spinach,1
yum,1
a,3
small,1
salad,1
glipizid,2
about,2
ano,1
hour,1
later,1
2,1
klondike,1
5,1
carb,1
icecream,1
ba,1
was,2
going,2
to,6
take,3
the,4
glucophage,4
at,1
midnightish,1
but,3
fell,1
asleep,1
my,4
blood,1
before,2
dinner,1
84,1
lunch,1
ws,1
68,1
now,2
am,2
afraid,1
again,2
dont,3
want,1
it,2
raise,1
kno,1
wif,1
is,2
raising,1
know,1
if,1
regulating,1
estrogen,1
yet,1
its,1
one,1
month,1
since,1
period,1
ve,1
been,1
weepy,1
lately,1
so,1
could,1
be,1
due,1
quien,1
sabes,1
que,1
breakfast,1
try,1
not,1
go,1
back,1
sleep,1
right,1
i,1
feel,2
better,1
this,1
morning,1
plus,1
light,1
throat,1
hurts,1
bit,1
