,frequency
i,3
havent,1
eaten,1
since,1
this,1
morning,1
or,1
taken,1
meds,1
had,1
half,2
a,2
STRIVE,1
bar,2
very,2
good,1
but,3
about,1
33,1
sugar,1
alchohol,1
type,1
carbs,3
doesnt,1
seem,1
to,2
have,1
effected,1
my,1
blood,1
sugars,2
at,1
all,1
Had,1
one,1
lo,1
carb,1
waffle,1
and,2
4,2
eggs,1
for,1
breakfast,1
deviled,1
9,1
5,2
strive,1
iced,1
tea,1
with,1
cream,1
im,1
not,1
really,1
hungry,1
tho,1
should,1
eat,1
beleive,1
consistant,1
eating,1
schedule,1
is,1
key,1
the,1
quien,1
sabes,1
que,1
