,frequency
three,1
hours,1
and,2
one,1
glucophage,2
later,1
my,1
bloo,1
is,4
at,2
202,1
things,1
are,2
worse,1
than,3
I,2
imagined,1
the,3
good,1
news,1
im,1
watching,1
it,2
perhaps,1
needs,1
to,5
kickin,1
over,1
a,4
period,1
have,1
me,2
be,2
more,2
responsive,1
am,1
going,1
start,1
taking,1
cinnamon,1
least,1
1,1
tsp,1
day,2
per,1
report,1
i,1
read,1
that,3
some,1
people,1
usoing,1
diet,2
alone,1
regulate,1
thier,1
sugars,1
obvious,1
correct,1
less,1
60,1
carbs,1
should,1
sufficient,1
not,1
enough,1
for,1
combat,1
this,1
