,frequency
I,2
finally,1
did,1
it,3
all,2
but,3
the,5
bottom,1
shelf,1
WHEW,1
4,1
grocery,1
bags,3
stuffed,1
with,2
food,1
lots,1
of,4
pasta,2
pancake,1
mix,1
jello,3
big,1
part,1
me,1
is,3
wanting,1
to,3
save,1
what,1
a,1
waste,1
think,1
we,2
are,1
taking,1
homeless,1
shelter,1
later,1
any,1
way,1
delete,1
crap,1
from,1
house,1
so,2
i,2
am,1
not,2
tempted,1
or,1
ian,1
when,1
there,1
nothing,1
legal,1
eat,1
far,1
ve,2
been,2
okay,1
meaning,1
do,1
this,1
for,1
some,1
time,1
actually,1
filled,1
two,2
trash,1
cans,1
stuff,1
that,1
could,1
be,1
used,1
opened,1
old,1
candy,1
unsweetened,1
shredded,1
coconut,1
unopened,1
circa,1
last,1
atkins,1
attempt,1
bag,1
read,1
sell,1
before,1
dec,1
2000,1
haahaha,1
alrighty,1
then,1
current,1
blood,1
97,1
