,frequency
Blood,1
has,2
been,4
okay,3
i,3
guess,1
110,1
119,1
afte,1
reating,1
99,1
before,2
aft,1
snack,1
the,13
people,1
on,2
atkins,1
board,1
seem,1
to,4
think,3
that,2
fasting,2
sugars,2
above,1
100,1
are,1
nt,1
acceptable,1
while,1
ADA,1
seems,1
up,1
120,3
is,5
so,2
who,1
right,1
I,2
dont,1
there,3
damage,1
at,2
under,1
and,4
my,2
levels,1
after,2
eating,1
within,2
one,1
hour,1
havent,1
over,1
140,1
2,1
hours,1
have,1
about,2
126,1
which,1
problem,1
niggling,1
me,1
morning,1
definately,1
something,1
going,2
glucophage,2
beleive,2
just,1
increases,1
insulin,1
sensitivity,1
glipizid,2
im,2
not,2
sure,1
but,1
it,1
actualy,1
decrease,1
sugar,1
So,1
do,1
too,1
things,1
take,2
meds,1
until,1
dinner,1
10,1
pm,1
in,1
am,1
4,1
30,1
breakfast,1
got,1
blues,1
