,frequency
actually,1
I,3
didnt,1
wake,2
up,3
until,1
ten,2
and,7
of,5
course,1
hadnt,1
had,1
meds,2
for,2
13,1
hours,1
i,6
really,1
need,1
to,7
at,1
5,4
am,2
if,1
only,2
take,1
the,4
reading,1
some,2
atkins,1
bb,1
found,2
several,1
interesting,1
diabetes,1
tidbits,1
most,1
them,1
scaring,1
hell,1
out,2
me,1
can,2
t,1
keep,1
dwelling,1
on,1
damage,1
done,1
go,1
forward,1
ut,1
hope,1
im,1
not,1
incapacitated,1
in,1
years,1
time,1
dammit,1
also,1
that,1
many,2
people,1
have,2
phenom,1
going,3
sleep,2
with,3
good,2
sugars,2
waking,1
high,1
everyone,1
is,2
different,1
as,1
suspected,1
play,1
my,1
schedule,1
diet,1
get,1
it,1
right,1
mom,1
suggested,1
hot,1
tea,1
cinnamon,1
before,1
think,1
thats,1
a,1
idea,1
ve,1
been,1
slightly,1
snacking,1
all,1
morning,1
heart,1
palm,1
carb,1
so7y,1
flax,1
chips,1
2,1
66,1
carbs,3
deviled,1
eggs,1
chorizo,1
6,1
ben,1
jerrys,1
no,1
sugar,1
added,1
super,1
fudge,1
CHUNK,1
current,1
blood,1
this,1
aft,1
89,1
yay,1
