,frequency
breakfast,1
was,1
late,1
2,1
eggs,1
some,3
corned,1
beef,1
hash,1
and,7
two,1
lo,1
carb,1
waffles,1
13,1
carbs,3
total,2
lunch,1
an,1
avacado,1
with,1
8,1
flax,1
seed,1
tortilla,1
chips,1
10,2
Oooh,1
yummy,1
grape,1
k00l,1
aid,1
yup,1
I,7
know,1
this,2
blog,1
is,4
boring,1
but,3
its,1
meant,1
as,2
a,6
tracking,1
diary,2
not,1
track,1
side,2
entertainment,1
HOWEVER,1
would,3
like,1
to,6
revamp,1
it,3
bit,1
somehow,1
include,1
food,1
blood,2
tracker,2
weight,2
what,1
dont,1
want,1
have,2
update,2
the,5
template,1
every,2
time,1
be,1
nice,1
view,1
simply,1
on,1
table,1
such,2
daily,2
weekly,2
love,1
simplicity,1
of,3
blogger,1
fact,1
that,3
can,1
post,1
from,1
my,2
pager,1
you,1
must,1
admit,1
wicked,1
cool,1
also,1
need,1
take,1
mofugly,1
pictures,1
me,2
in,1
tard,1
tights,1
or,1
something,1
eventually,1
compile,1
them,1
into,1
one,1
animated,1
gif,1
amazingly,1
fine,2
shrinking,1
kitty,3
mom,1
pop,1
are,1
proud,1
progress,1
which,1
really,1
should,1
begun,1
years,1
ago,1
ni,1
modo,1
makes,1
feel,1
im,1
needy,1
requiring,1
validation,1
at,1
turn,1
why,1
make,1
splendid,1
rock,1
star,1
Vh1,1
presents,1
behind,1
HAH,1
