,frequency
well,2
of,1
course,1
the,3
blogging,1
honeymoon,1
is,2
over,1
also,1
I,7
need,1
to,3
get,1
a,5
new,1
domain,1
got,1
paid,1
today,1
will,5
do,1
this,4
weekend,1
create,1
several,1
blog,1
in,2
blogs,1
with,2
carb,4
and,9
blood,3
counters,1
yahoootie,1
been,1
up,1
down,3
losing,1
no,1
weight,2
puppy,1
really,1
just,1
trying,1
keep,1
feel,2
its,1
good,2
investment,1
because,2
be,2
living,1
like,1
when,2
lose,1
my,2
only,1
concern,1
low,3
mania,1
it,3
ends,1
ben,1
jerry,1
s,1
still,2
have,2
ice,1
cream,1
miltons,1
bread,1
hay,1
yi,2
hope,1
so,1
or,1
life,1
dismal,1
indeed,1
diet,2
cherry,1
coke,1
save,1
summer,1
for,1
me,1
little,1
tingly,1
week,1
didnt,1
dinner,2
until,1
about,1
ten,1
last,1
night,1
stirfry,1
veggies,1
chicken,1
soda,1
glipizid,1
hadnt,1
had,1
any,1
meds,1
since,1
noon,1
i,1
think,1
was,3
high,1
before,1
at,1
midnight,1
121,1
not,1
horrible,1
but,1
would,1
rather,1
under,1
100,1
oh,1
im,1
place,1
viva,1
la,1
raza,1
