,word,stem
0,urlLink,urllink
1,The,the
2,Google,googl
3,Conspiracy,conspiraci
4,Young,young
5,stupid,stupid
6,script,script
7,kiddies,kiddi
8,many,mani
9,bloggers,blogger
10,still,still
11,think,think
12,way,way
13,kool,kool
14,enjoys,enjoy
15,75,75
16,percent,percent
17,monopoly,monopoli
18,external,extern
19,referrals,referr
20,websites,websit
21,No,No
22,webmaster,webmast
23,avoid,avoid
24,seeking,seek
25,approval,approv
26,days,day
27,assuming,assum
28,wants,want
29,increase,increas
30,traffic,traffic
31,site,site
32,If,If
33,tries,tri
34,take,take
35,advantage,advantag
36,known,known
37,weaknesses,weak
38,semi,semi
39,secret,secret
40,algorithms,algorithm
41,may,may
42,find,find
43,penalized,penal
44,disappears,disappear
45,There,there
46,detailed,detail
47,published,publish
48,standards,standard
49,issued,issu
50,appeal,appeal
51,process,process
52,sites,site
53,completely,complet
54,unaccountable,unaccount
55,Most,most
56,time,time
57,even,even
58,answer,answer
59,email,email
60,webmasters,webmast
61,Yes,ye
62,indeed,inde
63,website,websit
64,comes,come
65,searches,search
66,bad,bad
67,thing,thing
68,I,I
69,beg,beg
70,include,includ
71,search,search
72,results,result
73,meta,meta
74,tags,tag
75,describe,describ
76,content,content
77,try,tri
78,pigeon,pigeon
79,hole,hole
80,specific,specif
81,category,categori
82,make,make
83,update,updat
84,knows,know
85,generally,gener
86,within,within
87,hours,hour
88,short,short
89,bases,base
90,said,said
91,words,word
92,phrases,phrase
93,rather,rather
94,something,someth
95,else,els
96,risk,risk
97,redundant,redund
98,ask,ask
99,Now,now
100,see,see
101,people,peopl
102,would,would
103,appreciate,appreci
104,fact,fact
105,outranks,outrank
106,sell,sell
107,Goodness,good
108,discount,discount
109,used,use
110,gasmask,gasmask
111,outranked,outrank
112,weblogger,weblogg
113,right,right
114,That,that
115,unpatriotic,unpatriot
116,probably,probabl
117,current,current
118,say,say
119,gasmasks,gasmask
120,tired,tire
121,old,old
122,static,static
123,cannot,cannot
124,compete,compet
125,talking,talk
126,cache,cach
127,add,add
128,Do,Do
129,get,get
130,Try,tri
131,including,includ
132,news,news
133,outside,outsid
134,linkage,linkag
135,blog,blog
136,dummy,dummi
137,use,use
138,event,event
139,related,relat
140,selling,sell
141,Blogdex,blogdex
142,Daypop,daypop
143,brain,brain
144,friends,friend
145,link,link
146,meme,meme
147,whore,whore
148,stand,stand
149,hind,hind
150,legs,leg
151,speak,speak
152,trick,trick
153,dog,dog
154,Popularity,popular
155,good,good
156,People,peopl
157,like,like
158,anyway,anyway
159,observation,observ
160,neither,neither
161,wish,wish
162,pretty,pretti
163,well,well
164,thanks,thank
165,Of,Of
166,course,cours
167,could,could
168,God,god
169,forbid,forbid
170,pay,pay
171,put,put
172,top,top
173,page,page
174,realize,realiz
175,mentioning,mention
176,payment,payment
177,opened,open
178,quantum,quantum
179,vortex,vortex
180,caused,caus
181,assholes,asshol
182,pucker,pucker
183,solar,solar
184,system,system
185,apologize,apolog
186,inconvenience,inconveni
187,Oops,oop
188,twice,twice
189,penalizes,penal
190,Who,who
191,gives,give
192,rat,rat
193,ass,ass
194,guilty,guilti
195,punished,punish
196,For,for
197,example,exampl
198,javascript,javascript
199,available,avail
200,allows,allow
201,referrers,referr
202,linked,link
203,cool,cool
204,installed,instal
205,bottom,bottom
206,webpage,webpag
207,A,A
208,later,later
209,discover,discov
210,lots,lot
211,new,new
212,coming,come
213,porn,porn
214,nothing,noth
215,taking,take
216,little,littl
217,So,So
218,sadly,sadli
219,removed,remov
220,Long,long
221,story,stori
222,one,one
223,likes,like
224,taken,taken
225,Not,not
226,grey,grey
227,mutant,mutant
228,Besides,besid
229,laugh,laugh
230,fucking,fuck
231,sorry,sorri
232,What,what
233,kind,kind
234,idiot,idiot
235,Make,make
236,Vast,vast
237,Fortune,fortun
238,At,At
239,Home,home
240,Selling,sell
241,Porn,porn
242,And,and
243,Viagra,viagra
244,On,On
245,Internet,internet
246,variety,varieti
247,concern,concern
248,mean,mean
249,vast,vast
250,fortune,fortun
251,made,made
252,know,know
253,hit,hit
254,feeling,feel
255,gullable,gullabl
256,button,button
257,damn,damn
258,fail,fail
259,mention,mention
260,massive,massiv
261,number,number
262,likely,like
263,generated,gener
264,minority,minor
265,users,user
266,We,We
267,busy,busi
268,mammals,mammal
269,change,chang
270,Explorer,explor
271,MSN,msn
272,anything,anyth
273,Netscape,netscap
274,AOL,aol
275,Earthlink,earthlink
276,Grandma,grandma
277,exists,exist
278,Maybe,mayb
279,big,big
280,picture,pictur
281,New,new
282,World,world
283,Order,order
284,storefront,storefront
285,rife,rife
286,ex,ex
287,spooks,spook
288,want,want
289,viewing,view
290,habits,habit
291,us,us
292,Today,today
293,veblogs,veblog
294,tomorrow,tomorrow
295,ze,ze
296,verld,verld
297,But,but
298,practical,practic
299,weblog,weblog
300,Kiss,kiss
301,kiss,kiss
