,word,lemma
0,mike,mike
1,sarah,sarah
2,went,went
3,club,club
4,tonight,tonight
5,awesome,awesom
6,ended,end
7,first,first
8,walking,walk
9,stand,stand
10,line,line
11,met,met
12,two,two
13,girls,girl
14,run,run
15,production,product
16,company,compani
17,hosted,host
18,party,parti
19,gave,gave
20,us,us
21,free,free
22,drinks,drink
23,night,night
24,think,think
25,three,three
26,bought,bought
27,1,1
28,drink,drink
29,got,got
30,drunk,drunk
31,cheap,cheap
32,great,great
33,music,music
34,people,peopl
35,atmosphere,atmospher
36,dope,dope
37,could,could
38,actually,actual
39,amazing,amaz
40,wish,wish
41,would,would
42,taken,taken
43,camera,camera
44,see,see
45,pictures,pictur
46,breaking,break
47,hahaha,hahaha
48,even,even
49,action,action
50,blast,blast
51,danced,danc
52,dana,dana
53,made,made
54,act,act
55,little,littl
56,wierd,wierd
57,lasted,last
58,20,20
59,seconds,second
60,realized,realiz
61,really,realli
62,care,care
63,thought,thought
64,going,go
65,female,femal
66,matter,matter
67,ever,ever
68,gonna,gonna
69,fun,fun
70,want,want
71,thats,that
72,suppose,suppos
73,say,say
74,anything,anyth
75,chilled,chill
76,goodnight,goodnight
77,left,left
78,dropped,drop
79,hit,hit
80,taco,taco
81,bell,bell
82,waterford,waterford
83,lol,lol
84,eating,eat
85,good,good
86,idea,idea
87,yes,ye
88,picture,pictur
89,sweet,sweet
90,kind,kind
91,independent,independ
92,anyways,anyway
93,day,day
94,like,like
95,gangster,gangster
96,cop,cop
97,movie,movi
98,peaaaaaaaaaaaace,peaaaaaaaaaaaac
99,oh,oh
100,wait,wait
101,mention,mention
102,stuff,stuff
103,magazine,magazin
104,detroit,detroit
105,july,juli
106,17th,17th
107,catch,catch
108,august,august
109,issue,issu
110,sittin,sittin
111,V,V
112,I,I
113,P,P
114,mikey,mikey
115,family,famili
116,M,M
117,PSYCHED,psych
118,peace,peac
