,word,lemma
0,urlLink,urllink
1,Intelligent,intellig
2,machines,machin
3,threaten,threaten
4,humankind,humankind
5,What,what
6,realm,realm
7,science,scienc
8,fiction,fiction
9,mutated,mutat
10,serious,seriou
11,debate,debat
12,While,while
13,focus,focu
14,currently,current
15,cloning,clone
16,genetic,genet
17,engineering,engin
18,people,peopl
19,seriously,serious
20,considered,consid
21,annihilated,annihil
22,robot,robot
23,race,race
24,Artificial,artifici
25,Intelligence,intellig
26,Machines,machin
27,getting,get
28,smarter,smarter
29,time,time
30,This,thi
31,century,centuri
32,start,start
33,walk,walk
34,talk,talk
35,maybe,mayb
36,even,even
37,think,think
38,Q,Q
39,Should,should
40,worried,worri
41,A,A
42,No,No
43,droids,droid
44,us,us
