,word,lemma
0,urlLink,urllink
1,Final,final
2,Post,post
3,And,and
4,Why,whi
5,I,I
6,Will,will
7,Vote,vote
8,For,for
9,Baby,babi
10,Bush,bush
11,dawned,dawn
12,really,realli
13,like,like
14,mankind,mankind
15,Oh,Oh
16,individuals,individu
17,meet,meet
18,general,gener
19,Well,well
20,think,think
21,cross,cross
22,street,street
23,save,save
24,In,In
25,fact,fact
26,vote,vote
27,George,georg
28,election,elect
29,policies,polici
30,bring,bring
31,destruction,destruct
32,faster,faster
33,anything,anyth
34,short,short
35,errant,errant
36,asteroid,asteroid
37,sudden,sudden
38,implosion,implos
39,sun,sun
40,Walker,walker
41,may,may
42,best,best
43,bet,bet
44,end,end
45,humanity,human
46,spread,spread
47,beyound,beyound
48,planet,planet
49,via,via
