,word,lemma
0,urlLink,urllink
1,birth,birth
2,The,the
3,American,american
4,Heritage,heritag
5,Dictionary,dictionari
6,English,english
7,Language,languag
8,Fourth,fourth
9,Edition,edit
10,2000,2000
11,PRONUNCIATION,pronunci
12,brth,brth
13,NOUN,noun
14,1a,1a
15,emergence,emerg
16,separation,separ
17,offspring,offspr
18,body,bodi
19,mother,mother
20,b,b
21,act,act
22,process,process
23,bearing,bear
24,young,young
25,parturition,parturit
26,mare,mare
27,second,second
28,c,c
29,circumstances,circumst
30,conditions,condit
31,relating,relat
32,event,event
33,time,time
34,location,locat
35,incident,incid
36,took,took
37,place,place
38,Bostonian,bostonian
39,2a,2a
40,set,set
41,characteristics,characterist
42,received,receiv
43,one,one
44,ancestors,ancestor
45,inheritance,inherit
46,strong,strong
47,willed,will
48,acquired,acquir
49,wealth,wealth
50,Origin,origin
51,extraction,extract
52,Swedish,swedish
53,humble,humbl
54,Noble,nobl
55,high,high
56,status,statu
57,persons,person
58,3,3
59,A,A
60,beginning,begin
61,commencement,commenc
