,word,stem
0,I,I
1,might,might
2,sure,sure
3,going,go
4,right,right
5,life,life
6,But,but
7,getting,get
8,even,even
9,crazy,crazi
10,day,day
11,goes,goe
12,For,for
13,example,exampl
14,last,last
15,week,week
16,Jason,jason
17,uncle,uncl
18,called,call
19,bet,bet
20,asking,ask
21,calling,call
22,Well,well
23,tell,tell
24,likes,like
25,know,know
26,sounds,sound
27,really,realli
28,strange,strang
29,thought,thought
30,joking,joke
31,something,someth
32,He,He
33,also,also
34,told,told
35,would,would
36,never,never
37,get,get
38,two,two
39,year,year
40,old,old
41,son,son
42,married,marri
43,The,the
44,worst,worst
45,part,part
46,past,past
47,years,year
48,believe,believ
49,must,must
50,blind,blind
51,noticed,notic
52,anything,anyth
