,word,stem
0,urlLink,urllink
1,This,thi
2,Relton,relton
3,DuPiniot,dupiniot
4,The,the
5,Blogeur,blogeur
6,cleanest,cleanest
7,man,man
8,world,world
9,Almost,almost
10,makes,make
11,sick,sick
12,I,I
13,waiting,wait
14,tower,tower
15,good,good
16,bloggy,bloggi
17,taste,tast
18,link,link
19,website,websit
20,three,three
21,years,year
22,Now,now
23,happened,happen
24,retire,retir
25,give,give
26,whole,whole
27,business,busi
28,Hah,hah
29,wish,wish
30,But,but
31,thanks,thank
32,R,R
33,It,It
34,worthwhile,worthwhil
