,word,lemma
0,urlLink,urllink
1,The,the
2,Guilt,guilt
3,Free,free
4,Soldier,soldier
5,It,It
6,morning,morn
7,pill,pill
8,anything,anyth
9,produces,produc
10,regret,regret
11,remorse,remors
12,pain,pain
13,guilt,guilt
14,says,say
15,Dr,Dr
16,Leon,leon
17,Kass,kass
18,chairman,chairman
19,President,presid
20,Council,council
21,Bioethics,bioethic
22,emphasizes,emphas
23,speaking,speak
24,individual,individu
25,behalf,behalf
26,council,council
27,Barry,barri
28,Romo,romo
29,national,nation
30,coordinator,coordin
31,Vietnam,vietnam
32,Veterans,veteran
33,Against,against
34,War,war
35,even,even
36,blunt,blunt
37,That,that
38,devil,devil
39,monster,monster
40,anti,anti
41,morality,moral
42,make,make
43,men,men
44,women,women
45,think,think
46,get,get
47,away,away
48,Even,even
49,work,work
50,scary,scari
51,young,young
52,soldier,soldier
53,could,could
54,believe,believ
55,via,via
