,word,lemma
0,Subject,subject
1,Astrology,astrolog
2,com,com
3,daily,daili
4,horoscope,horoscop
5,From,from
6,dailyhoroscope,dailyhoroscop
7,astrology,astrolog
8,Greetings,greet
9,Here,here
10,Wednesday,wednesday
11,February,februari
12,26,26
13,For,for
14,Cancer,cancer
15,The,the
16,scene,scene
17,viewed,view
18,different,differ
19,angle,angl
20,changes,chang
21,thinking,think
22,Rather,rather
23,starting,start
24,build,build
25,already,alreadi
26,know,know
27,Just,just
28,looking,look
29,roots,root
30,always,alway
31,tell,tell
32,kind,kind
33,flower,flower
34,bloom,bloom
35,Virgo,virgo
36,By,By
37,today,today
38,tap,tap
39,cosmic,cosmic
40,energy,energi
41,bank,bank
42,Through,through
43,cheerful,cheer
44,eyes,eye
45,workload,workload
46,looks,look
47,fair,fair
48,virtuous,virtuou
49,easy,easi
50,Imagine,imagin
51,much,much
52,happier,happier
53,finished,finish
54,time,time
55,play,play
