,word,stem
0,Wow,wow
1,Wings,wing
2,season,season
3,begins,begin
4,urlLink,urllink
5,tonight,tonight
6,Being,be
7,WA,WA
8,I,I
9,curious,curiou
10,many,mani
11,games,game
12,going,go
13,able,abl
14,catch,catch
15,Tonight,tonight
16,game,game
17,ESPN2,espn2
18,flag,flag
19,football,footbal
20,practice,practic
21,6,6
22,PM,PM
23,starts,start
24,4,4
25,30,30
26,PST,pst
27,goalie,goali
28,situation,situat
29,work,work
30,Hatcher,hatcher
31,fit,fit
32,team,team
33,doubt,doubt
34,win,win
35,cup,cup
36,still,still
37,follow,follow
38,heavily,heavili
39,Since,sinc
40,Seattle,seattl
41,even,even
42,hockey,hockey
43,completely,complet
44,allowed,allow
45,root,root
