,word,lemma
0,urlLink,urllink
1,Kurt,kurt
2,Vonnegut,vonnegut
3,vs,vs
4,I,I
5,feel,feel
6,country,countri
7,whose,whose
8,Constitution,constitut
9,fought,fought
10,war,war
11,might,might
12,well,well
13,invaded,invad
14,Martians,martian
15,body,bodi
16,snatchers,snatcher
17,Sometimes,sometim
18,wish,wish
19,What,what
20,happened,happen
21,though,though
22,taken,taken
23,means,mean
24,sleaziest,sleaziest
25,low,low
26,comedy,comedi
27,Keystone,keyston
28,Cops,cop
29,style,style
30,coup,coup
31,detat,detat
32,imaginable,imagin
33,And,and
34,charge,charg
35,federal,feder
36,government,govern
37,upper,upper
38,crust,crust
39,C,C
40,students,student
41,know,know
42,history,histori
43,geography,geographi
44,plus,plu
45,closeted,closet
46,white,white
47,supremacists,supremacist
48,aka,aka
49,Christians,christian
50,frighteningly,frighteningli
51,psychopathic,psychopath
52,personalities,person
53,PPs,pp
54,via,via
