,word,lemma
0,urlLink,urllink
1,Perseid,perseid
2,meteor,meteor
3,show,show
4,free,free
5,spectacular,spectacular
6,The,the
7,approaching,approach
8,sky,sky
9,known,known
10,shower,shower
11,happens,happen
12,Earth,earth
13,enters,enter
14,outskirts,outskirt
15,cloud,cloud
16,debris,debri
17,left,left
18,wake,wake
19,comet,comet
20,Swift,swift
21,Tuttle,tuttl
22,event,event
23,lasts,last
24,almost,almost
25,month,month
26,culminating,culmin
27,year,year
28,Aug,aug
29,12,12
30,dips,dip
31,densest,densest
32,region,region
33,field,field
